NS_position_y,warning.started,final.started,exp_trials_loop.ran,__participant,training_intro.stopped,NS_button_example.numClicks,intro_continue.keys,S_button_example.timesOff,study_id,ready_spacebar_2.duration,NS_button_practice.timesOn,pre_quiz_key.rt,consent.started,exp_trials_loop.thisN,S_button_practice.timesOff,NS_button.timesOn,unique_item_no,key_resp_end_prac.rt,button_pos_warning.stopped,session,pre_prac_key.duration,__session,pre_quiz.stopped,prac_feedback_loop.thisN,warning.stopped,answer,NS_button_example.timesOff,prac_feedback_loop.thisIndex,frameRate,ready_to_go.stopped,pre_quiz_key.duration,AC_button.numClicks,age_textbox.text,training_intro_key.rt,pre_quiz_key.keys,intro.stopped,S_button_practice.numClicks,S_button_example.numClicks,AC_button.timesOn,ready_spacebar.rt,training_intro_key.duration,pre_prac_key.keys,ready_spacebar.keys,__datetime,feedback,instruction,pre_practice.started,NS_button.timesOff,practice_trial_feedback.started,trials.started,gender_slider.response,demographics.started,intro.started,trials.stopped,prac_feedback_loop.ran,NS_position_x,S_button.numClicks,consent.stopped,S_position_y,ready_spacebar.duration,AC_button.timesOff,instruction_colour,S_position_x,psychopyVersion,OS,expName,pre_quiz.started,ready_to_go.started,exp_trials_loop.thisTrialN,stim_size_y,ready_spacebar_2.rt,training_intro.started,NS_button_practice.numClicks,image,image_path,stim_size_x,pre_practice.stopped,NS_button_practice.timesOff,training_intro_key.keys,prac_feedback_loop.thisTrialN,practice_trial_feedback.stopped,S_button_example.timesOn,S_button_practice.timesOn,intro_continue.duration,S_button.timesOff,date,exp_trials_loop.thisIndex,prac_feedback_loop.thisRepN,S_button.timesOn,exp_trials_loop.thisRepN,type,demographics.stopped,button_pos_warning.started,pre_prac_key.rt,NS_button_example.timesOn,__experimentName,key_resp_end_prac.duration,ready_spacebar_2.keys,intro_continue.rt,NS_button.numClicks,key_resp_end_prac.keys,number,final.stopped,total_correct_AC,passed,participant
﻿,NA,NA,NA,238735,NA,0,NA,[],68778cbf6e65e5664bf7e4f3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68778fdf3675770b7dbdf999,NA,001,NA,NA,NA,NA,[],NA,58.82352941,384.4577000000477,NA,NA,NA,NA,NA,NA,NA,0,NA,0.8232000000476773,NA,NA,space,2025-07-16_13h41.41.135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.2.4,Win32,ECG_X_EXP1_m1_STJ,NA,377.5912999999523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,2025-07-16_13h41.58.095,NA,NA,NA,NA,NA,NA,NA,NA,[],ECG_X_EXP1_m1_STJ,NA,NA,NA,NA,NA,NA,NA,8,TRUE,35
﻿,NA,NA,NA,238735,NA,NA,NA,NA,68778cbf6e65e5664bf7e4f3,NA,NA,NA,NA,NA,NA,NA,NA,NA,389.191,68778fdf3675770b7dbdf999,NA,001,NA,NA,NA,NA,NA,NA,58.82352941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-07-16_13h41.41.135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.2.4,Win32,ECG_X_EXP1_m1_STJ,NA,NA,NA,NA,0.6854999999999905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-07-16_13h41.58.095,NA,NA,NA,NA,NA,NA,384.458,NA,NA,ECG_X_EXP1_m1_STJ,NA,space,NA,NA,NA,NA,NA,8,TRUE,35
﻿-0.425,NA,NA,1,238735,NA,NA,NA,NA,68778cbf6e65e5664bf7e4f3,NA,NA,NA,NA,0,NA,[],77,NA,NA,68778fdf3675770b7dbdf999,NA,001,NA,NA,NA,ST,NA,NA,58.82352941,NA,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-16_13h41.41.135,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[],NA,389.19939999985695,NA,NA,NA,397.2912000000477,NA,0.65,1,NA,-0.425,NA,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_STJ,NA,NA,0,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0061_v4_6_mi_st.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[5.600099999904671],2025-07-16_13h41.58.095,76,NA,[5.600099999904671],0,MI_no_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_STJ,NA,NA,NA,0,NA,NA,NA,8,TRUE,35
﻿-0.425,NA,NA,1,238735,NA,NA,NA,NA,68778cbf6e65e5664bf7e4f3,NA,NA,NA,NA,1,NA,[4.481200000047693],59,NA,NA,68778fdf3675770b7dbdf999,NA,001,NA,NA,NA,N_ST,NA,NA,58.82352941,NA,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-16_13h41.41.135,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[4.481200000047693],NA,397.2935,NA,NA,NA,404.2572000000477,NA,0.65,0,NA,-0.425,NA,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_STJ,NA,NA,1,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/norm_vis/STJ/STJ_0487_iii_6_NORM_NOST.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[],2025-07-16_13h41.58.095,58,NA,[],0,NORM_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_STJ,NA,NA,NA,1,NA,NA,NA,8,TRUE,35
﻿-0.425,NA,NA,1,238735,NA,NA,NA,NA,68778cbf6e65e5664bf7e4f3,NA,NA,NA,NA,2,NA,[],69,NA,NA,68778fdf3675770b7dbdf999,NA,001,NA,NA,NA,ST,NA,NA,58.82352941,NA,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-16_13h41.41.135,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[],NA,404.25939999985695,NA,NA,NA,413.7745,NA,0.65,1,NA,-0.425,NA,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_STJ,NA,NA,2,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0026_v4_5_mi_st.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[7.033400000095412],2025-07-16_13h41.58.095,68,NA,[7.033400000095412],0,MI_no_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_STJ,NA,NA,NA,0,NA,NA,NA,8,TRUE,35
﻿-0.425,NA,NA,1,238735,NA,NA,NA,NA,68778cbf6e65e5664bf7e4f3,NA,NA,NA,NA,3,NA,[],91,NA,NA,68778fdf3675770b7dbdf999,NA,001,NA,NA,NA,N_ST,NA,NA,58.82352941,NA,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-16_13h41.41.135,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[],NA,413.77679999995235,NA,NA,NA,419.06059999990464,NA,0.65,1,NA,-0.425,NA,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_STJ,NA,NA,3,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0273_avr_5_normal_nst.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[2.7864999999999895],2025-07-16_13h41.58.095,90,NA,[2.7864999999999895],0,NORM_no_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_STJ,NA,NA,NA,0,NA,NA,NA,8,TRUE,35
﻿-0.425,NA,NA,1,238735,NA,NA,NA,NA,68778cbf6e65e5664bf7e4f3,NA,NA,NA,NA,4,NA,[],21,NA,NA,68778fdf3675770b7dbdf999,NA,001,NA,NA,NA,ST,NA,NA,58.82352941,NA,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-16_13h41.41.135,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[],NA,419.06259999990465,NA,NA,NA,424.00709999990465,NA,0.65,1,NA,-0.425,NA,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_STJ,NA,NA,4,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/MI_vis/STJ/STJ_0092_v1_6_MI_st.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[2.4497999999522904],2025-07-16_13h41.58.095,20,NA,[2.4497999999522904],0,MI_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_STJ,NA,NA,NA,0,NA,NA,NA,8,TRUE,35
﻿-0.425,NA,NA,1,238735,NA,NA,NA,NA,68778cbf6e65e5664bf7e4f3,NA,NA,NA,NA,5,NA,[4.632999999999981],96,NA,NA,68778fdf3675770b7dbdf999,NA,001,NA,NA,NA,N_ST,NA,NA,58.82352941,NA,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-16_13h41.41.135,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[4.63309999990463],NA,424.0092000000477,NA,NA,NA,431.1405,NA,-0.65,0,NA,-0.425,NA,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_STJ,NA,NA,5,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0302_ii_3_normal_nst.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[],2025-07-16_13h41.58.095,95,NA,[],0,NORM_no_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_STJ,NA,NA,NA,1,NA,NA,NA,8,TRUE,35
﻿-0.425,NA,NA,1,238735,NA,NA,NA,NA,68778cbf6e65e5664bf7e4f3,NA,NA,NA,NA,6,NA,[5.783900000095343],93,NA,NA,68778fdf3675770b7dbdf999,NA,001,NA,NA,NA,N_ST,NA,NA,58.82352941,NA,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-16_13h41.41.135,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[5.783900000095343],NA,431.143,NA,NA,NA,439.40789999985697,NA,0.65,0,NA,-0.425,NA,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_STJ,NA,NA,6,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0273_v4_4_normal_nst.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[],2025-07-16_13h41.58.095,92,NA,[],0,NORM_no_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_STJ,NA,NA,NA,1,NA,NA,NA,8,TRUE,35
﻿-0.425,NA,NA,1,238735,NA,NA,NA,NA,68778cbf6e65e5664bf7e4f3,NA,NA,NA,NA,7,NA,[6.202100000143105],49,NA,NA,68778fdf3675770b7dbdf999,NA,001,NA,NA,NA,N_ST,NA,NA,58.82352941,NA,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-16_13h41.41.135,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[6.202100000143105],NA,439.41039999985696,NA,NA,NA,448.1097000000477,NA,0.65,0,NA,-0.425,NA,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_STJ,NA,NA,7,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/norm_vis/STJ/STJ_0466_v4_1_NORM_NOST.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[],2025-07-16_13h41.58.095,48,NA,[],0,NORM_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_STJ,NA,NA,NA,1,NA,NA,NA,8,TRUE,35
﻿-0.425,NA,NA,1,238735,NA,NA,NA,NA,68778cbf6e65e5664bf7e4f3,NA,NA,NA,NA,8,NA,[],72,NA,NA,68778fdf3675770b7dbdf999,NA,001,NA,NA,NA,ST,NA,NA,58.82352941,NA,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-16_13h41.41.135,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[],NA,448.1117999999523,NA,NA,NA,457.42379999995234,NA,-0.65,1,NA,-0.425,NA,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_STJ,NA,NA,8,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0038_v4_2_mi_st.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[6.8167000000476605],2025-07-16_13h41.58.095,71,NA,[6.8167000000476605],0,MI_no_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_STJ,NA,NA,NA,0,NA,NA,NA,8,TRUE,35
﻿-0.425,NA,NA,1,238735,NA,NA,NA,NA,68778cbf6e65e5664bf7e4f3,NA,NA,NA,NA,9,NA,[2.897400000095331],45,NA,NA,68778fdf3675770b7dbdf999,NA,001,NA,NA,NA,N_ST,NA,NA,58.82352941,NA,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-16_13h41.41.135,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[2.897400000095331],NA,457.42689999985697,NA,NA,NA,462.80739999985695,NA,0.65,0,NA,-0.425,NA,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_STJ,NA,NA,9,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/norm_vis/STJ/STJ_0462_v1_4_NORM_NOST.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[],2025-07-16_13h41.58.095,44,NA,[],0,NORM_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_STJ,NA,NA,NA,1,NA,NA,NA,8,TRUE,35
﻿-0.45,NA,NA,1,238735,NA,NA,NA,NA,68778cbf6e65e5664bf7e4f3,NA,NA,NA,NA,10,NA,[],128,NA,NA,68778fdf3675770b7dbdf999,NA,001,NA,NA,NA,AC,NA,NA,58.82352941,NA,NA,1,NA,NA,NA,NA,NA,NA,[5.333199999809267],NA,NA,NA,NA,2025-07-16_13h41.41.135,NA,Please IGNORE the following ECG and click on the centre of the visualisation.,NA,[],NA,462.81039999985694,NA,NA,NA,468.1405,NA,-0.65,0,NA,-0.45,NA,[5.333199999809267],red,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_STJ,NA,NA,10,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0363_v6_2_normal_nst.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[],2025-07-16_13h41.58.095,127,NA,[],0,AC,NA,NA,NA,NA,ECG_X_EXP1_m1_STJ,NA,NA,NA,0,NA,NA,NA,8,TRUE,35
﻿-0.425,NA,NA,1,238735,NA,NA,NA,NA,68778cbf6e65e5664bf7e4f3,NA,NA,NA,NA,11,NA,[],74,NA,NA,68778fdf3675770b7dbdf999,NA,001,NA,NA,NA,ST,NA,NA,58.82352941,NA,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-16_13h41.41.135,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[],NA,468.14339999985697,NA,NA,NA,477.20759999990463,NA,-0.65,1,NA,-0.425,NA,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_STJ,NA,NA,11,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0051_v1_1_mi_st.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[6.566799999952366],2025-07-16_13h41.58.095,73,NA,[6.566799999952366],0,MI_no_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_STJ,NA,NA,NA,0,NA,NA,NA,8,TRUE,35
﻿-0.425,NA,NA,1,238735,NA,NA,NA,NA,68778cbf6e65e5664bf7e4f3,NA,NA,NA,NA,12,NA,[],27,NA,NA,68778fdf3675770b7dbdf999,NA,001,NA,NA,NA,ST,NA,NA,58.82352941,NA,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-16_13h41.41.135,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[],NA,477.2107000000477,NA,NA,NA,482.94029999995234,NA,0.65,1,NA,-0.425,NA,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_STJ,NA,NA,12,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/MI_vis/STJ/STJ_0210_v1_4_MI_st.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[3.2496000001430616],2025-07-16_13h41.58.095,26,NA,[3.2496000001430616],0,MI_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_STJ,NA,NA,NA,0,NA,NA,NA,8,TRUE,35
