NS_position_y,warning.started,final.started,exp_trials_loop.ran,__participant,training_intro.stopped,NS_button_example.numClicks,intro_continue.keys,S_button_example.timesOff,study_id,ready_spacebar_2.duration,NS_button_practice.timesOn,pre_quiz_key.rt,consent.started,exp_trials_loop.thisN,S_button_practice.timesOff,NS_button.timesOn,unique_item_no,key_resp_end_prac.rt,button_pos_warning.stopped,session,pre_prac_key.duration,__session,pre_quiz.stopped,prac_feedback_loop.thisN,warning.stopped,answer,NS_button_example.timesOff,prac_feedback_loop.thisIndex,frameRate,ready_to_go.stopped,pre_quiz_key.duration,AC_button.numClicks,age_textbox.text,training_intro_key.rt,pre_quiz_key.keys,intro.stopped,S_button_practice.numClicks,S_button_example.numClicks,AC_button.timesOn,ready_spacebar.rt,training_intro_key.duration,pre_prac_key.keys,ready_spacebar.keys,__datetime,feedback,instruction,pre_practice.started,NS_button.timesOff,practice_trial_feedback.started,trials.started,gender_slider.response,demographics.started,intro.started,trials.stopped,prac_feedback_loop.ran,NS_position_x,S_button.numClicks,consent.stopped,S_position_y,ready_spacebar.duration,AC_button.timesOff,instruction_colour,S_position_x,psychopyVersion,OS,expName,pre_quiz.started,ready_to_go.started,exp_trials_loop.thisTrialN,stim_size_y,ready_spacebar_2.rt,training_intro.started,NS_button_practice.numClicks,image,image_path,stim_size_x,pre_practice.stopped,NS_button_practice.timesOff,training_intro_key.keys,prac_feedback_loop.thisTrialN,practice_trial_feedback.stopped,S_button_example.timesOn,S_button_practice.timesOn,intro_continue.duration,S_button.timesOff,date,exp_trials_loop.thisIndex,prac_feedback_loop.thisRepN,S_button.timesOn,exp_trials_loop.thisRepN,type,demographics.stopped,button_pos_warning.started,pre_prac_key.rt,NS_button_example.timesOn,__experimentName,key_resp_end_prac.duration,ready_spacebar_2.keys,intro_continue.rt,NS_button.numClicks,key_resp_end_prac.keys,number,final.stopped,total_correct_AC,passed,participant
﻿,NA,NA,NA,664924,NA,0,NA,[],684be77b0765d55495670a71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68761aad5bb0b4bca7f0b99d,NA,001,NA,NA,NA,NA,[],NA,60.60606060606061,354.2806000000238,NA,NA,NA,NA,NA,NA,NA,0,NA,0.7470000000000141,NA,NA,space,2025-07-15_10h09.00.157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.2.4,Win32,ECG_X_EXP1_m1_ST,NA,347.49789999997614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,2025-07-15_10h09.09.755,NA,NA,NA,NA,NA,NA,NA,NA,[],ECG_X_EXP1_m1_ST,NA,NA,NA,NA,NA,NA,NA,8,TRUE,58
﻿,NA,NA,NA,664924,NA,NA,NA,NA,684be77b0765d55495670a71,NA,NA,NA,NA,NA,NA,NA,NA,NA,359.96389999997615,68761aad5bb0b4bca7f0b99d,NA,001,NA,NA,NA,NA,NA,NA,60.60606060606061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-07-15_10h09.00.157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.2.4,Win32,ECG_X_EXP1_m1_ST,NA,NA,NA,NA,1.6483999999761636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-07-15_10h09.09.755,NA,NA,NA,NA,NA,NA,354.28070000004766,NA,NA,ECG_X_EXP1_m1_ST,NA,space,NA,NA,NA,NA,NA,8,TRUE,58
﻿-0.425,NA,NA,1,664924,NA,NA,NA,NA,684be77b0765d55495670a71,NA,NA,NA,NA,0,NA,[4.333700000047656],59,NA,NA,68761aad5bb0b4bca7f0b99d,NA,001,NA,NA,NA,N_ST,NA,NA,60.60606060606061,NA,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_10h09.00.157,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[4.333700000047656],NA,359.97349999999994,NA,NA,NA,366.7973000000715,NA,0.65,0,NA,-0.425,NA,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_ST,NA,NA,0,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/norm_vis/ST/ST_0487_iii_6_NORM_NOST.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[],2025-07-15_10h09.09.755,58,NA,[],0,NORM_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_ST,NA,NA,NA,1,NA,NA,NA,8,TRUE,58
﻿-0.425,NA,NA,1,664924,NA,NA,NA,NA,684be77b0765d55495670a71,NA,NA,NA,NA,1,NA,[5.783100000023865],99,NA,NA,68761aad5bb0b4bca7f0b99d,NA,001,NA,NA,NA,N_ST,NA,NA,60.60606060606061,NA,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_10h09.00.157,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[5.783100000023865],NA,366.8007000000477,NA,NA,NA,375.0802000000476,NA,0.65,0,NA,-0.425,NA,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_ST,NA,NA,1,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0363_v4_2_normal_nst.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[],2025-07-15_10h09.09.755,98,NA,[],0,NORM_no_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_ST,NA,NA,NA,1,NA,NA,NA,8,TRUE,58
﻿-0.425,NA,NA,1,664924,NA,NA,NA,NA,684be77b0765d55495670a71,NA,NA,NA,NA,2,NA,[],83,NA,NA,68761aad5bb0b4bca7f0b99d,NA,001,NA,NA,NA,ST,NA,NA,60.60606060606061,NA,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_10h09.00.157,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[],NA,375.0831000000238,NA,NA,NA,380.6636000000238,NA,0.65,1,NA,-0.425,NA,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_ST,NA,NA,2,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0092_v1_6_mi_st.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[3.0831999999284676],2025-07-15_10h09.09.755,82,NA,[3.0831999999284676],0,MI_no_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_ST,NA,NA,NA,0,NA,NA,NA,8,TRUE,58
﻿-0.425,NA,NA,1,664924,NA,NA,NA,NA,684be77b0765d55495670a71,NA,NA,NA,NA,3,NA,[],77,NA,NA,68761aad5bb0b4bca7f0b99d,NA,001,NA,NA,NA,ST,NA,NA,60.60606060606061,NA,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_10h09.00.157,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[],NA,380.6663000000715,NA,NA,NA,386.66349999999994,NA,0.65,1,NA,-0.425,NA,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_ST,NA,NA,3,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0061_v4_6_mi_st.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[3.5002999999523468],2025-07-15_10h09.09.755,76,NA,[3.5002999999523468],0,MI_no_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_ST,NA,NA,NA,0,NA,NA,NA,8,TRUE,58
﻿-0.425,NA,NA,1,664924,NA,NA,NA,NA,684be77b0765d55495670a71,NA,NA,NA,NA,4,NA,[],1,NA,NA,68761aad5bb0b4bca7f0b99d,NA,001,NA,NA,NA,ST,NA,NA,60.60606060606061,NA,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_10h09.00.157,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[],NA,386.66639999997614,NA,NA,NA,394.2798000000715,NA,0.65,1,NA,-0.425,NA,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_ST,NA,NA,4,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/MI_vis/ST/ST_0014_iii_1_MI_st.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[5.116600000023823],2025-07-15_10h09.09.755,0,NA,[5.116600000023823],0,MI_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_ST,NA,NA,NA,0,NA,NA,NA,8,TRUE,58
﻿-0.425,NA,NA,1,664924,NA,NA,NA,NA,684be77b0765d55495670a71,NA,NA,NA,NA,5,NA,[3.6337999999523163],94,NA,NA,68761aad5bb0b4bca7f0b99d,NA,001,NA,NA,NA,N_ST,NA,NA,60.60606060606061,NA,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_10h09.00.157,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[3.6337999999523163],NA,394.28270000004767,NA,NA,NA,400.41349999999994,NA,-0.65,0,NA,-0.425,NA,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_ST,NA,NA,5,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0299_v1_5_normal_nst.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[],2025-07-15_10h09.09.755,93,NA,[],0,NORM_no_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_ST,NA,NA,NA,1,NA,NA,NA,8,TRUE,58
﻿-0.425,NA,NA,1,664924,NA,NA,NA,NA,684be77b0765d55495670a71,NA,NA,NA,NA,6,NA,[3.166499999999985],114,NA,NA,68761aad5bb0b4bca7f0b99d,NA,001,NA,NA,NA,N_ST,NA,NA,60.60606060606061,NA,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_10h09.00.157,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[3.166499999999985],NA,400.4165,NA,NA,NA,406.07989999997613,NA,-0.65,0,NA,-0.425,NA,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_ST,NA,NA,6,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0478_iii_5_normal_nst.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[],2025-07-15_10h09.09.755,113,NA,[],0,NORM_no_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_ST,NA,NA,NA,1,NA,NA,NA,8,TRUE,58
﻿-0.425,NA,NA,1,664924,NA,NA,NA,NA,684be77b0765d55495670a71,NA,NA,NA,NA,7,NA,[],79,NA,NA,68761aad5bb0b4bca7f0b99d,NA,001,NA,NA,NA,ST,NA,NA,60.60606060606061,NA,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_10h09.00.157,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[],NA,406.083,NA,NA,NA,419.5636000000238,NA,0.65,1,NA,-0.425,NA,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_ST,NA,NA,7,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0062_v4_3_mi_st.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[10.983100000023853],2025-07-15_10h09.09.755,78,NA,[10.983100000023853],0,MI_no_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_ST,NA,NA,NA,0,NA,NA,NA,8,TRUE,58
﻿-0.425,NA,NA,1,664924,NA,NA,NA,NA,684be77b0765d55495670a71,NA,NA,NA,NA,8,NA,[],62,NA,NA,68761aad5bb0b4bca7f0b99d,NA,001,NA,NA,NA,ST,NA,NA,60.60606060606061,NA,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_10h09.00.157,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[],NA,419.56749999999994,NA,NA,NA,426.39689999997614,NA,-0.65,1,NA,-0.425,NA,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_ST,NA,NA,8,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_0557_v1_3_mi_st.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[4.333600000023864],2025-07-15_10h09.09.755,61,NA,[4.333600000023864],0,MI_no_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_ST,NA,NA,NA,0,NA,NA,NA,8,TRUE,58
﻿-0.425,NA,NA,1,664924,NA,NA,NA,NA,684be77b0765d55495670a71,NA,NA,NA,NA,9,NA,[],27,NA,NA,68761aad5bb0b4bca7f0b99d,NA,001,NA,NA,NA,ST,NA,NA,60.60606060606061,NA,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_10h09.00.157,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[],NA,426.4003999999761,NA,NA,NA,431.28020000004767,NA,0.65,1,NA,-0.425,NA,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_ST,NA,NA,9,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/MI_vis/ST/ST_0210_v1_4_MI_st.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[2.3831000000238305],2025-07-15_10h09.09.755,26,NA,[2.3831000000238305],0,MI_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_ST,NA,NA,NA,0,NA,NA,NA,8,TRUE,58
﻿-0.45,NA,NA,1,664924,NA,NA,NA,NA,684be77b0765d55495670a71,NA,NA,NA,NA,10,NA,[],122,NA,NA,68761aad5bb0b4bca7f0b99d,NA,001,NA,NA,NA,AC,NA,NA,60.60606060606061,NA,NA,1,NA,NA,NA,NA,NA,NA,[5.683200000047691],NA,NA,NA,NA,2025-07-15_10h09.00.157,NA,Please IGNORE the following ECG and click on the centre of the visualisation.,NA,[],NA,431.28389999997614,NA,NA,NA,436.9633999999761,NA,-0.65,0,NA,-0.45,NA,[5.683200000047691],red,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_ST,NA,NA,10,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0014_v6_6_mi_st.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[],2025-07-15_10h09.09.755,121,NA,[],0,AC,NA,NA,NA,NA,ECG_X_EXP1_m1_ST,NA,NA,NA,0,NA,NA,NA,8,TRUE,58
﻿-0.425,NA,NA,1,664924,NA,NA,NA,NA,684be77b0765d55495670a71,NA,NA,NA,NA,11,NA,[],42,NA,NA,68761aad5bb0b4bca7f0b99d,NA,001,NA,NA,NA,N_ST,NA,NA,60.60606060606061,NA,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_10h09.00.157,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[],NA,436.967,NA,NA,NA,445.3467000000476,NA,-0.65,1,NA,-0.425,NA,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_ST,NA,NA,11,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/norm_vis/ST/ST_0374_avf_1_NORM_NOST.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[5.882899999976132],2025-07-15_10h09.09.755,41,NA,[5.882899999976132],0,NORM_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_ST,NA,NA,NA,0,NA,NA,NA,8,TRUE,58
﻿-0.425,NA,NA,1,664924,NA,NA,NA,NA,684be77b0765d55495670a71,NA,NA,NA,NA,12,NA,[],69,NA,NA,68761aad5bb0b4bca7f0b99d,NA,001,NA,NA,NA,ST,NA,NA,60.60606060606061,NA,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_10h09.00.157,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[],NA,445.3501000000238,NA,NA,NA,450.7468999999761,NA,0.65,1,NA,-0.425,NA,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_ST,NA,NA,12,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0026_v4_5_mi_st.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[2.899899999976128],2025-07-15_10h09.09.755,68,NA,[2.899899999976128],0,MI_no_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_ST,NA,NA,NA,0,NA,NA,NA,8,TRUE,58
